battery_id,cycle_number,is_reference_cycle,discharge_duration_s,capacity_Ah,energy_Wh,avg_current_A,avg_voltage_V,start_voltage_V,end_voltage_V,delta_voltage_V,avg_power_W,avg_temp_C,start_temp_C,end_temp_C,delta_temp_C,max_temp_C,internal_resistance_ohm,voltage_std_V,voltage_variance_V2,voltage_skewness,voltage_kurtosis,voltage_p10_V,voltage_p25_V,voltage_p50_V,voltage_p75_V,voltage_p90_V,current_std_A,current_variance_A2,current_skewness,current_kurtosis,current_p10_A,current_p25_A,current_p50_A,current_p75_A,current_p90_A,temp_std_C,temp_variance_C2,temp_skewness,temp_kurtosis,temp_p10_C,temp_p25_C,temp_p50_C,temp_p75_C,temp_p90_C,q_initial_Ah,SOH_cycle_capacity_%
battery00,10,False,528.6830000000045,2.3971935274061456,15.46377216725181,16.30812198254638,6.45378776290631,8.652000000000001,4.961,3.6910000000000007,105.18085961534928,69.07742829827914,27.44,98.407,70.967,98.407,0.10418457239435212,0.4928600952626021,0.2429110735022612,-0.2202473216505301,0.13173832841244426,5.833200000000001,6.0975,6.464,6.875500000000001,7.0544,0.6883603921603709,0.4738400294951796,-22.763463461825147,516.783719647887,16.312576135080413,16.328351053266484,16.338369417734707,16.351226886372316,16.363345845620874,19.06216449161216,363.3661151052795,-0.34001014664999846,-0.9875709915696209,41.148799999999994,53.997,71.562,85.37700000000001,92.99680000000001,2.4522210084722222,97.75601461385571
battery00,11,False,523.6459999999934,2.3738629846657346,15.254034173256105,16.305415612677926,6.430917883211679,8.6,4.914,3.686,104.79599702684698,66.78397810218978,24.635,97.421,72.786,97.421,0.1000619354238353,0.48139938823606676,0.2317453709940593,-0.28155853648895335,0.2775043239413728,5.8292,6.087249999999999,6.449,6.83675,7.0018,0.6723146979679673,0.45200705310375905,-23.300682674461996,541.6135893390056,16.308979568432893,16.32335793546117,16.333403774062106,16.347012160776693,16.359877305230217,19.62455892812901,385.12331312360806,-0.32464962320797214,-1.0085659903345463,37.964999999999996,50.91325,68.6685,84.08600000000001,91.71780000000001,2.4522210084722222,96.80461004388401
battery00,12,False,528.7750000000015,2.397531072372273,15.445921869975354,16.308410537670788,6.4452699275362315,8.639,4.906000000000001,3.7329999999999988,105.04888717363824,68.1441213768116,26.864,97.946,71.082,97.946,0.09825360950824674,0.49428507290686563,0.24431773329854548,-0.24508612575379135,0.1820299130786478,5.8257,6.090750000000001,6.458500000000001,6.85925,7.0468,0.6700721028850316,0.44899662306476845,-23.383450618788437,545.5228883469907,16.309948404338837,16.3262947255073,16.33707362440452,16.34926777560444,16.362868756618067,19.196498310798756,368.50554739649954,-0.3166465189344627,-1.0153240787345987,40.0308,52.897000000000006,70.958,84.54599999999999,92.2044,2.4522210084722222,97.76977948109081
battery00,13,False,527.5720000000001,2.392382403996477,15.406421695133163,16.309889614460385,6.443694183864915,8.633,4.921,3.711999999999999,105.03035863837339,68.19642213883677,26.895,97.77,70.875,97.77,0.09895924559287109,0.4929087710421678,0.24295905657030017,-0.2465040964058675,0.20666200102339705,5.8254,6.091,6.457999999999999,6.857,7.0386,0.6819380167513578,0.4650394586907751,-22.976076480337372,526.5993208647127,16.31572760499723,16.327842041723606,16.339358567170233,16.352289948332174,16.366913581586804,19.2779871501899,371.640788562887,-0.32989425273574613,-1.0196292832184803,39.6536,53.005,71.589,84.806,91.569,2.4522210084722222,97.55982008681079
battery00,14,False,526.718000000008,2.3891148518993415,15.380613039624983,16.314010750642627,6.440508474576272,8.631,4.914,3.7170000000000005,105.00456634067623,68.32180414312619,27.021,98.141,71.12,98.141,0.09841015874520381,0.49312816529239234,0.24317538740464104,-0.2411874854092015,0.20979276891902865,5.824,6.088000000000001,6.46,6.851,7.041,0.6833780590374585,0.4670055715738042,-22.935180435464822,524.6806104880475,16.319328790569724,16.333768246512385,16.343856723819783,16.35644497038433,16.368291017805976,19.260093283945245,370.9511933062728,-0.32274077737457657,-1.0184042942348939,40.169,53.229,70.829,84.649,93.031,2.4522210084722222,97.42657140792555
battery00,15,False,525.4630000000034,2.3840548166781037,15.337944017591155,16.318129144810086,6.433011494252874,8.625,4.914,3.7110000000000003,104.90791919323313,68.34806513409963,26.777,97.108,70.331,97.108,0.10090644687343321,0.4910842136016236,0.24116370484872507,-0.23441659776685927,0.22932638033626906,5.8194,6.083499999999999,6.448,6.843249999999999,7.026400000000001,0.6893234142978006,0.47516676949917735,-22.739837400975944,515.732838743276,16.324003492454864,16.33867729299562,16.34769636396776,16.36048154192402,16.37417436853173,19.136300359370235,366.19799144403333,-0.36027286868439584,-0.9876002418222676,39.77680000000001,53.19125,71.167,84.7085,92.71640000000001,2.4522210084722222,97.22022641684376
battery00,16,False,524.3499999999913,2.3794412989186515,15.303087459071858,16.321055927517545,6.434140655105974,8.623,4.921,3.701999999999999,104.9448639455296,68.1294373795761,26.82,98.318,71.49799999999999,98.425,0.10096051661522516,0.4893443585227768,0.23945790121806793,-0.24265972600951752,0.2542017684870541,5.8222000000000005,6.084,6.447,6.8375,7.0256,0.6914975705898986,0.47816889013173175,-22.67899713762721,512.8914719078409,16.326715489425023,16.341484160502553,16.351599963375413,16.36386188971898,16.376100018827774,19.210918670415015,369.05939616130024,-0.323912095001333,-0.9927076394062797,40.1444,52.818,70.529,84.47399999999999,92.445,2.4522210084722222,97.03209012148079
battery00,17,False,523.054999999993,2.373620729444763,15.260103121579354,16.32116552084101,6.431750487329435,8.621,4.936,3.6850000000000005,104.90626130798688,68.19136452241715,26.84,98.748,71.908,98.748,0.10233272408960549,0.487565932088462,0.23772053813329072,-0.23140100007287018,0.24652360376457905,5.8218000000000005,6.085,6.444,6.832000000000001,7.018,0.6955414098661077,0.48377785283853286,-22.546855405501745,506.9073783575592,16.32440820177649,16.34109522597905,16.352678183960652,16.365683879862857,16.375780895398652,19.238213410140293,370.1088552141019,-0.32208953408944724,-0.9843133041280825,39.6178,53.271,70.39699999999999,84.97,91.728,2.4522210084722222,96.79473103134254
battery00,18,False,522.2160000000003,2.370693545140282,15.235439118764203,16.327378341901966,6.427183070866142,8.616,4.93,3.686,104.87076203606428,68.2988405511811,26.883000000000003,97.946,71.06299999999999,98.141,0.10207192402636374,0.4850060921250822,0.23523090939844377,-0.23157293081104363,0.301733249091674,5.819800000000001,6.0817499999999995,6.4445,6.82325,7.0046,0.6992474240420639,0.4889469600294618,-22.435259809419996,501.89330259346116,16.333497089041472,16.34946840377466,16.359611238193512,16.369737830092973,16.381507471779464,19.225806773262956,369.6316460828438,-0.3199301079776852,-0.9903236065419239,40.2265,52.904,71.02,85.14475,92.5243,2.4522210084722222,96.67536233274777
battery00,19,False,520.0939999999973,2.3640764885796033,15.172772608546456,16.349194547254427,6.418976277372263,8.6,4.928,3.6719999999999997,104.88261906598147,68.1257481751825,26.196,97.964,71.768,97.964,0.09877710648816182,0.480992550232166,0.23135383337884277,-0.25003103915332625,0.27079539361765015,5.8175,6.07925,6.4345,6.8155,6.9909,0.6741560680748205,0.4544864041221021,-23.304028474411854,541.7175920318625,16.35364052560473,16.368615138145042,16.37820469512388,16.39066699569012,16.401303137837598,19.442765051060636,378.02111283074487,-0.3580468979676576,-1.000363274995924,39.333600000000004,52.13475,71.225,85.1255,91.985,2.4522210084722222,96.40552301003511
battery00,20,True,3353.6350000000093,2.346929987500007,17.223291465440045,2.5193405038211147,7.337732521936032,8.351,4.905,3.4460000000000006,18.486351404189076,26.39285649589584,22.687,31.263,8.576,31.263,0.015079365079365886,0.5935506820654534,0.3523024121803649,-0.8516008900466127,1.0698389058381084,6.6324000000000005,6.965,7.388,7.797000000000001,8.0578,0.0005481032583112338,3.004171817713911e-07,0.39762462246559926,1.472565629457951,2.519,2.519,2.519,2.52,2.52,1.57440513930413,2.4787515426672573,-0.004776202590779389,0.5133632773299306,23.967,25.677,26.541,27.132,28.174,2.4522210084722222,95.70629969287256
battery00,21,False,515.8280000000086,2.345567689778086,14.983442926564042,16.35427136458101,6.390847953216374,8.552999999999999,4.928999999999999,3.6239999999999997,104.45159948481742,65.64298830409358,22.748,95.172,72.42399999999999,95.172,0.11144051795068009,0.45203292187275945,0.20433376245682427,-0.35877518663365626,0.6252914679890997,5.8154,6.0760000000000005,6.426,6.774,6.9096,0.6971672522499948,0.48604217760980784,-22.536208794096645,506.5857364403818,16.356288064975352,16.37371551493058,16.386030443691094,16.399764973339224,16.4127479727954,19.555706000580745,382.42563718114974,-0.37866425787898333,-0.9658172111528249,36.5932,50.559,68.279,82.49600000000001,90.212,2.4522210084722222,95.6507460654787
battery00,22,False,517.7770000000019,2.3546923375038986,15.127551626045324,16.356164270384156,6.427254863813229,8.609,4.96,3.649,105.05804811695444,67.70553696498055,27.286,97.126,69.84,97.126,0.1010045597125407,0.48208011026156883,0.23240123270980637,-0.22193775742382688,0.25605810009170993,5.8188,6.0815,6.4435,6.8260000000000005,7.0052,0.6964180561871439,0.48499810898347995,-22.56814627942204,507.88032589449153,16.364394463708507,16.377260662567103,16.38741829383588,16.399006307371685,16.411799633291665,18.947871870985804,359.02184843929507,-0.30376749109858286,-1.0158987875076224,39.9251,52.76975,69.44,83.5855,91.91539999999999,2.4522210084722222,96.0228433476685
battery00,23,False,517.5899999999965,2.3545264371346497,15.112051000752428,16.36089954542221,6.421021442495126,8.606,4.927,3.6790000000000003,104.98672726187095,67.68595321637427,27.073,97.753,70.68,97.753,0.10124010340495797,0.48307546410850777,0.23336190402365017,-0.2398372196245873,0.30555937782523124,5.814,6.075,6.44,6.815,7.0024,0.6973134162551748,0.4862460004894627,-22.545469159784155,506.8646492075695,16.366466700910983,16.38160850400113,16.393230484384926,16.403381356132577,16.4156842264169,18.991429471991417,360.6743933896242,-0.3234033225203943,-1.0119134283720341,39.96,52.479,69.59899999999999,84.15700000000001,91.016,2.4522210084722222,96.01607803701029
battery00,24,False,516.3279999999795,2.349586579978174,15.072541347496951,16.36612923478672,6.417824351297405,8.601,4.942,3.6590000000000007,104.96655757994141,67.6777245508982,27.065,97.647,70.58200000000001,97.647,0.10178998751506375,0.4801691246937999,0.23056238830920994,-0.2276047259435166,0.31735665796795764,5.813,6.079,6.44,6.808,6.988,0.7058968525190045,0.4982903663962371,-22.275710016356864,494.8034587329855,16.374375807330576,16.388946068661703,16.398397827559535,16.41001016655242,16.423046710893768,18.966240354840515,359.71827319758086,-0.30879749848133753,-1.0021703888870583,39.685,52.806,70.092,83.738,92.003,2.4522210084722222,95.8146338303336
battery00,25,False,515.8919999999925,2.3479652323062044,15.054372418365228,16.368587758240093,6.414545816733067,8.599,4.941,3.6580000000000004,104.92837723258971,67.73837250996016,27.045,97.56,70.515,97.56,0.10173559436119027,0.4795583302622681,0.22997619212393458,-0.23467992932190065,0.34513869044735923,5.8124,6.0752500000000005,6.4375,6.79875,6.9857000000000005,0.7052618690902569,0.4973943039926827,-22.301846711770555,495.9146645397947,16.373752159353568,16.3907224818694,16.400735984421214,16.41309277792443,16.42469878872661,19.280591622185128,371.74121330147534,-0.3053163550337684,-1.0524857026437746,39.2832,52.429750000000006,69.827,84.5085,92.0224,2.4522210084722222,95.74851631211776
battery00,26,False,515.3470000000088,2.3461404747798382,15.03526570225911,16.3728504350645,6.411429447852761,8.596,4.928999999999999,3.6670000000000007,104.90293850081031,66.86317791411044,27.065,95.337,68.272,95.337,0.10143222177208108,0.4792907673901315,0.22971963970542114,-0.23208453263611048,0.3822083059464916,5.8100000000000005,6.068,6.436,6.803,6.9802,0.7147958474087284,0.5109331034727621,-22.00862199376002,482.91938643280196,16.381681614905737,16.39512513634809,16.405333281280363,16.41697778659971,16.43004969531959,18.466910833741323,341.02679574135266,-0.34371009924471163,-0.9845474790230178,39.2914,52.497,69.616,81.33800000000001,90.3282,2.4522210084722222,95.674103870496
battery00,27,False,513.2960000000312,2.338019740593382,14.974941370087597,16.381138426325396,6.407931818181819,8.593,4.964,3.6289999999999996,104.89813945195934,66.67518181818183,26.514,94.992,68.47800000000001,94.992,0.10301040982511016,0.4744823293742663,0.22513348088842977,-0.21634828426596295,0.38655935369537886,5.8078,6.076250000000001,6.43,6.7905,6.9670000000000005,0.7188499628430892,0.5167452690795108,-21.896353693472214,477.96685807672736,16.386622292533662,16.404171868144683,16.415113286521837,16.426215551228452,16.440851619923365,18.727226339638047,350.7090063760331,-0.33166482949830384,-0.9986428058061119,39.193400000000004,51.8785,68.134,81.46799999999999,91.1492,2.4522210084722222,95.34294553858382
battery00,28,False,511.1130000000121,2.329243518941381,14.894125071973697,16.391230474699974,6.394383612662941,8.577,4.945,3.6319999999999997,104.74859028405776,66.6175810055866,25.79,94.039,68.249,94.039,0.09968927426221101,0.4680357483994917,0.2190574617798723,-0.24515221378245744,0.4121250710294624,5.8076,6.065,6.417999999999999,6.773,6.9498,0.6829524763305039,0.4664240849259676,-23.06300339190627,530.6005337895352,16.39252279759446,16.411113205100822,16.422063225708666,16.43371969558325,16.44854619868577,18.78210601470775,352.7675063477211,-0.369841050031552,-0.9706135110490979,38.7444,51.274,69.582,82.295,90.18060000000001,2.4522210084722222,94.98505684822192
battery00,29,False,498.0540000000037,2.27038841687325,14.423365832671871,16.39529759298692,6.355406488549619,8.476,4.918,3.5580000000000007,104.13584190613902,64.77499809160305,23.163,93.943,70.78,93.943,0.10088295120710432,0.4456887379991475,0.19863845117927276,-0.33828213856001255,0.640969510317754,5.789300000000001,6.04775,6.390499999999999,6.72025,6.8617,0.6914067023596709,0.47804322806787464,-22.776110501063084,517.4987272907681,16.399091891390928,16.413382121899758,16.426905864089584,16.439303890332592,16.451455747993844,19.264162477609474,371.1079559637368,-0.3709717927366683,-0.9952640547205385,35.923700000000004,49.783750000000005,68.58850000000001,81.26625,88.7979,2.4522210084722222,92.58498353244853
battery00,30,False,511.0210000000079,2.329722830946164,14.895423624752121,16.39708422209814,6.396654205607477,8.586,4.924,3.662,104.82257878928218,67.41700186915888,26.42,97.421,71.001,97.421,0.09934915633342434,0.47431622605114093,0.224975882295397,-0.2588364233023876,0.3938846978510071,5.8054,6.062,6.426,6.779,6.956600000000001,0.6845222008261769,0.46857064342391286,-23.015994425499706,528.487014190504,16.403979966306306,16.41645495661479,16.427438872666404,16.43840068724476,16.451525517985647,19.108063891466617,365.1181056803703,-0.32434340853213456,-1.004537229413538,39.2548,52.1605,69.90899999999999,83.9345,90.9718,2.4522210084722222,95.00460288437148
battery00,31,False,505.125,2.303128973982639,14.608931716759345,16.39919076762194,6.346009398496241,8.507,4.9510000000000005,3.555999999999999,104.00503337041525,66.68035526315789,23.27,97.074,73.804,97.074,0.10907796504055374,0.4293255485099828,0.18432042660339756,-0.3550998922209323,0.8701726744315148,5.7964,6.054500000000001,6.3875,6.70425,6.8318,0.6862200190575589,0.47089791455535646,-22.963132686918645,525.869805771111,16.403794200211415,16.419967005823644,16.43096635868739,16.439018257042406,16.452167859986773,19.635794279157953,385.56441697341216,-0.3796605102246696,-0.9298275435413261,37.6237,51.433,69.4015,83.12725,91.19250000000001,2.4522210084722222,93.92012245329917
battery00,32,False,507.112999999983,2.3129960016603186,14.795665574424158,16.40482317989895,6.398591337099812,8.594,4.957,3.6369999999999996,104.90143112205809,68.10393032015065,27.697,96.441,68.744,96.441,0.1023080767820398,0.47156384122067685,0.22237245634679975,-0.24534940366924304,0.35737808680811955,5.803,6.0649999999999995,6.425,6.783,6.957999999999999,0.6871900093174741,0.4722301089057501,-22.938706639494978,524.7885823918333,16.412513774193354,16.42465377385882,16.433832414194114,16.446289805040323,16.459447710705124,18.588808147776536,345.5437883548434,-0.370236667315161,-0.9898692130940887,40.536,53.1615,70.953,84.393,91.194,2.4522210084722222,94.32249351380268
battery00,33,False,506.13000000000466,2.309889753623442,14.751069461806482,16.41441539491984,6.388874517374517,8.589,4.906000000000001,3.683,104.80289739407718,67.08398069498068,26.754,94.975,68.22099999999999,95.337,0.1029042602029486,0.4712350995025153,0.22206251900314547,-0.2795456469783841,0.48026201618655584,5.8001,6.0535000000000005,6.4175,6.774,6.9385,0.6962282031823195,0.48473371090648115,-22.646607509687968,511.57786929936265,16.419840304303325,16.434562532395425,16.444843469029358,16.458763517776408,16.471916049709154,18.57995344885959,345.21467016178946,-0.3494323540128,-0.9971553281359808,39.880700000000004,51.97025,69.9225,82.85125,90.51039999999999,2.4522210084722222,94.19582271104287
battery00,34,False,505.3390000000072,2.3066053027508553,14.732103502240385,16.41650575959342,6.392129343629344,8.588,4.928999999999999,3.659,104.86963450733008,68.03519884169884,27.376,96.356,68.97999999999999,96.356,0.10256255066439415,0.46931299566859447,0.22025468790343017,-0.26301760115389156,0.4368786815556822,5.7993999999999994,6.05875,6.4215,6.77275,6.9448,0.6963681599459043,0.48492861418644456,-22.646993254404276,511.5887947284499,16.424292953078027,16.437009357824515,16.447123185564102,16.459599835630108,16.473507866874847,18.746719093775457,351.4394767809253,-0.3384491124701003,-0.992860805412275,40.4767,52.826499999999996,70.94900000000001,83.649,91.9876,2.4522210084722222,94.06188491093272
battery00,35,False,505.01799999998184,2.306497925591448,14.723892104418963,16.426125142169774,6.386787819253438,8.586,4.92,3.6660000000000004,104.84120804816659,67.48266601178781,27.503,95.768,68.265,95.768,0.1025166358821798,0.47014368719571165,0.22103508660997914,-0.26406361181215127,0.4694346717827971,5.7952,6.055,6.416,6.763,6.9432,0.7028646049031912,0.4940186528257191,-22.455140393183225,502.821624563256,16.432509576048783,16.447258031793815,16.457556325080255,16.467833391714755,16.48247790236146,18.176605564115707,330.38898983344205,-0.32837963848311746,-0.9413607627380629,40.9056,53.247,69.857,81.779,91.137,2.4522210084722222,94.05750613923816
battery00,36,False,502.8040000000037,2.295908148352262,14.637526491333375,16.423390316083623,6.380922641509434,8.578,4.928999999999999,3.649,104.73116168502013,67.09602452830188,26.88,95.552,68.67200000000001,95.552,0.10275682063954968,0.4647108693896361,0.21595619212887146,-0.2803274506373116,0.5118905224691219,5.7987,6.054749999999999,6.4095,6.758500000000001,6.9244,0.6886930520553983,0.47429811994937954,-22.912434256493455,523.651717353363,16.42822473533424,16.444494300702168,16.45334632255197,16.465124387872876,16.478340885128407,18.297882541105068,334.8125054880777,-0.34311121016494295,-0.9704762910080875,40.3969,52.187749999999994,69.082,82.0005,89.691,2.4522210084722222,93.62566181514993
battery00,37,False,500.3510000000242,2.285842601197519,14.483516875900541,16.43118169828757,6.339552182163188,8.5,4.941,3.559,104.10227613645165,66.32072296015178,22.994,96.543,73.549,96.543,0.10804469544180133,0.4309042130513567,0.185678440825409,-0.36772143635332166,0.8766715834144021,5.7838,6.039,6.39,6.688,6.8234,0.691051937184688,0.47755277988671,-22.851547236183777,520.7942898254107,16.437324389896503,16.453599474371615,16.462454025849407,16.47129241371966,16.48657375161393,19.785506925402885,391.46628429516545,-0.39546064648796875,-0.9750497903354125,36.958,49.9615,69.42699999999999,83.64,90.31400000000001,2.4522210084722222,93.21519525769172
battery00,38,False,502.137000000017,2.2937832893643058,14.625213192576728,16.429457639082063,6.378777777777778,8.581,4.912,3.6689999999999996,104.73390503548109,68.13984099616859,27.467,96.204,68.737,96.204,0.10285426174305949,0.4678364816961047,0.2188709736057897,-0.2666217734045476,0.49417572360158557,5.7897,6.048,6.407500000000001,6.7585,6.9308,0.694393203992964,0.4821819217516141,-22.731639670408313,515.4813562684924,16.433878813994486,16.451682134510435,16.460559326727832,16.471632722807744,16.48562198965959,18.876093070265444,356.30688959732316,-0.3256055872733788,-1.0066386724757888,40.0227,53.336999999999996,70.8825,84.58324999999999,92.59920000000001,2.4522210084722222,93.5390114283938
battery00,39,False,502.7850000000035,2.296765479949258,14.650380542746472,16.429772894208977,6.381463178294574,8.585,4.917,3.668000000000001,104.77919901378863,68.43967248062016,28.062,97.368,69.306,97.368,0.10133488836581514,0.46994907834898586,0.22085213624106123,-0.25767780778666743,0.4787683978618342,5.7925,6.046,6.41,6.75925,6.9365,0.6983699643053822,0.48772060704390086,-22.60668381546778,509.70621634596716,16.43269778585482,16.452029340587828,16.46240637807844,16.472021848616585,16.486039781531183,18.824036485716853,354.3443496155993,-0.31267957800328333,-1.0157113496017176,40.809,53.5405,71.02850000000001,84.32424999999999,92.899,2.4522210084722222,93.66062324782806
