battery_id,cycle_number,is_reference_cycle,internal_resistance_ohm,discharge_duration_s,capacity_Ah,energy_Wh,avg_current_A,avg_voltage_V,start_voltage_V,end_voltage_V,delta_voltage_V,avg_temp_C,start_temp_C,end_temp_C,delta_temp_C,max_temp_C,avg_power_W,q_initial_Ah,SOH_cycle_capacity_%,cycles_since_last_ref,SOH_at_last_ref,HI_dV_dt_discharge_V_s,HI_dT_dt_discharge_C_s,HI_voltage_ratio_end_start,SOH_future_5
battery00,19,False,0.10529354729085771,520.0939999999973,2.3640764885796033,15.172772608546456,16.349194547254427,6.418976277372263,8.6,4.928,3.6719999999999997,68.1257481751825,26.196,97.964,71.768,97.964,104.88261906598147,2.4522210084722222,96.40552301003511,19,100.0,0.00706026218337458,0.13799044018965873,0.5730232558139535,95.8146338303336
battery00,20,True,0.01071428571428612,3353.6350000000093,2.346929987500007,17.223291465440045,2.5193405038211147,7.337732521936032,8.351,4.905,3.4460000000000006,26.39285649589584,22.687,31.263,8.576,31.263,18.486351404189076,2.4522210084722222,95.70629969287256,0,95.70629969287256,0.0010275417569294188,0.0025572252197988083,0.5873548078074482,95.74851631211776
battery00,21,False,0.1287340698847413,515.8280000000086,2.345567689778086,14.983442926564042,16.35427136458101,6.390847953216374,8.552999999999999,4.928999999999999,3.6239999999999997,65.64298830409358,22.748,95.172,72.42399999999999,95.172,104.45159948481742,2.4522210084722222,95.6507460654787,1,95.70629969287256,0.007025597679846653,0.14040339027737692,0.5762890213960014,95.674103870496
battery00,22,False,0.114380439823526,517.7770000000019,2.3546923375038986,15.127551626045324,16.356164270384156,6.427254863813229,8.609,4.96,3.649,67.70553696498055,27.286,97.126,69.84,97.126,105.05804811695444,2.4522210084722222,96.0228433476685,2,95.70629969287256,0.007047435478980308,0.13488432278760887,0.576141247531653,95.34294553858382
battery00,23,False,0.11595480790170082,517.5899999999965,2.3545264371346497,15.112051000752428,16.36089954542221,6.421021442495126,8.606,4.927,3.6790000000000003,67.68595321637427,27.073,97.753,70.68,97.753,104.98672726187095,2.4522210084722222,96.01607803701029,3,95.70629969287256,0.007107942580034439,0.1365559612820968,0.5725075528700906,94.98505684822192
battery00,24,False,0.115001007023804,516.3279999999795,2.349586579978174,15.072541347496951,16.36612923478672,6.417824351297405,8.601,4.942,3.6590000000000007,67.6777245508982,27.065,97.647,70.58200000000001,97.647,104.96655757994141,2.4522210084722222,95.8146338303336,4,95.70629969287256,0.007086580623170051,0.1366999271780783,0.5745843506569003,92.58498353244853
battery00,25,False,0.11671562268015964,515.8919999999925,2.3479652323062044,15.054372418365228,16.368587758240093,6.414545816733067,8.599,4.941,3.6580000000000004,67.73837250996016,27.045,97.56,70.515,97.56,104.92837723258971,2.4522210084722222,95.74851631211776,5,95.70629969287256,0.007090631372457904,0.1366855853550763,0.5746016978718456,95.00460288437148
battery00,26,False,0.1153766816437375,515.3470000000088,2.3461404747798382,15.03526570225911,16.3728504350645,6.411429447852761,8.596,4.928999999999999,3.6670000000000007,66.86317791411044,27.065,95.337,68.272,95.337,104.90293850081031,2.4522210084722222,95.674103870496,6,95.70629969287256,0.007115593959021665,0.13247772859839843,0.5734062354583527,93.92012245329917
battery00,27,False,0.11693582608464807,513.2960000000312,2.338019740593382,14.974941370087597,16.381138426325396,6.407931818181819,8.593,4.964,3.6289999999999996,66.67518181818183,26.514,94.992,68.47800000000001,94.992,104.89813945195934,2.4522210084722222,95.34294553858382,7,95.70629969287256,0.007069994700912883,0.13340840372805524,0.5776795065751194,94.32249351380268
battery00,28,False,0.10696684697591356,511.1130000000121,2.329243518941381,14.894125071973697,16.391230474699974,6.394383612662941,8.577,4.945,3.6319999999999997,66.6175810055866,25.79,94.039,68.249,94.039,104.74859028405776,2.4522210084722222,94.98505684822192,8,95.70629969287256,0.007106060694992915,0.13353015869288862,0.5765419144222922,94.19582271104287
battery00,29,False,0.10878025861553765,498.0540000000037,2.27038841687325,14.423365832671871,16.39529759298692,6.355406488549619,8.476,4.918,3.5580000000000007,64.77499809160305,23.163,93.943,70.78,93.943,104.13584190613902,2.4522210084722222,92.58498353244853,9,95.70629969287256,0.007143803683937834,0.14211310420155138,0.5802265219443133,94.06188491093272
battery00,30,False,0.10510748570332173,511.0210000000079,2.329722830946164,14.895423624752121,16.39708422209814,6.396654205607477,8.586,4.924,3.662,67.41700186915888,26.42,97.421,71.001,97.421,104.82257878928218,2.4522210084722222,95.00460288437148,10,95.70629969287256,0.007166046013764489,0.13893949563716346,0.5734917307244352,94.05750613923816
battery00,31,False,0.11789596506594394,505.125,2.303128973982639,14.608931716759345,16.39919076762194,6.346009398496241,8.507,4.9510000000000005,3.555999999999999,66.68035526315789,23.27,97.074,73.804,97.074,104.00503337041525,2.4522210084722222,93.92012245329917,11,95.70629969287256,0.007039841623360553,0.14611036872061373,0.5819913012812978,93.62566181514993
battery00,32,False,0.10915421284937657,507.112999999983,2.3129960016603186,14.795665574424158,16.40482317989895,6.398591337099812,8.594,4.957,3.6369999999999996,68.10393032015065,27.697,96.441,68.744,96.441,104.90143112205809,2.4522210084722222,94.32249351380268,12,95.70629969287256,0.00717197153297218,0.13555953012445413,0.5767977658831743,93.21519525769172
battery00,33,False,0.11049045075507473,506.13000000000466,2.309889753623442,14.751069461806482,16.41441539491984,6.388874517374517,8.589,4.906000000000001,3.683,67.08398069498068,26.754,94.975,68.22099999999999,95.337,104.80289739407718,2.4522210084722222,94.19582271104287,13,95.70629969287256,0.007276786596328939,0.13478948096338758,0.5711957154499943,93.5390114283938
battery00,34,False,0.11013686514895583,505.3390000000072,2.3066053027508553,14.732103502240385,16.41650575959342,6.392129343629344,8.588,4.928999999999999,3.659,68.03519884169884,27.376,96.356,68.97999999999999,96.356,104.86963450733008,2.4522210084722222,94.06188491093272,14,95.70629969287256,0.0072406839764988405,0.13650242708359933,0.573940381928272,93.66062324782806
battery00,35,False,0.11036292276964656,505.01799999998184,2.306497925591448,14.723892104418963,16.426125142169774,6.386787819253438,8.586,4.92,3.6660000000000004,67.48266601178781,27.503,95.768,68.265,95.768,104.84120804816659,2.4522210084722222,94.05750613923816,15,95.70629969287256,0.007259147198713971,0.1351733997600134,0.5730258560447239,93.4106251156288
battery00,36,False,0.11057620845076631,502.8040000000037,2.295908148352262,14.637526491333375,16.423390316083623,6.380922641509434,8.578,4.928999999999999,3.649,67.09602452830188,26.88,95.552,68.67200000000001,95.552,104.73116168502013,2.4522210084722222,93.62566181514993,16,95.70629969287256,0.007257301055679694,0.13657807018241602,0.5746094660760084,93.50164661366595
battery00,37,False,0.11698075020379314,500.3510000000242,2.285842601197519,14.483516875900541,16.43118169828757,6.339552182163188,8.5,4.941,3.559,66.32072296015178,22.994,96.543,73.549,96.543,104.10227613645165,2.4522210084722222,93.21519525769172,17,95.70629969287256,0.007113006669317795,0.14699480964362308,0.5812941176470589,93.07396575958394
battery00,38,False,0.11029005560806775,502.137000000017,2.2937832893643058,14.625213192576728,16.429457639082063,6.378777777777778,8.581,4.912,3.6689999999999996,68.13984099616859,27.467,96.204,68.737,96.204,104.73390503548109,2.4522210084722222,93.5390114283938,18,95.70629969287256,0.00730677086133839,0.13688893668460533,0.5724274560074584,93.00406314423674
battery00,39,False,0.10888366249155834,502.7850000000035,2.296765479949258,14.650380542746472,16.429772894208977,6.381463178294574,8.585,4.917,3.668000000000001,68.43967248062016,28.062,97.368,69.306,97.368,104.77919901378863,2.4522210084722222,93.66062324782806,19,95.70629969287256,0.007295364817963892,0.13784420776276046,0.572743156668608,92.72628437541904
battery00,40,False,0.11003431182171709,501.0920000000042,2.2906349732306794,14.597825755256126,16.440701865233965,6.379170873786408,8.579,4.9110000000000005,3.668,67.84456504854369,27.852,96.458,68.606,96.458,104.81077711129421,2.4522210084722222,93.4106251156288,20,95.70629969287256,0.007320013091408303,0.13691298204720773,0.5724443408322648,92.5864737667481
battery00,41,True,0.008335538502249587,3276.410999999993,2.2928670215277727,16.73637762699109,2.51931746031746,7.297135531135531,8.397,4.9110000000000005,3.4859999999999998,28.32433943833944,28.011,32.611,4.599999999999998,32.611,18.383832956043957,2.4522210084722222,93.50164661366595,0,93.50164661366595,0.0010639690808021361,0.00140397526439754,0.5848517327617007,92.33234253237192
battery00,42,False,0.12935013780186633,499.0089999999618,2.28237934177476,14.450084273431676,16.449635675602806,6.331740963855421,8.509,4.925,3.5840000000000005,66.56255823293172,22.886,97.022,74.13600000000001,97.022,104.08734810457737,2.4522210084722222,93.07396575958394,1,93.50164661366595,0.007182235190147422,0.14856645872119678,0.5787989187918674,92.440825258025
battery00,43,False,0.11112797452808329,498.5570000000298,2.2806651751557445,14.493611985034441,16.45293255280725,6.3577328244274804,8.576,4.936,3.6400000000000006,68.33241603053436,27.207,96.154,68.947,96.154,104.53642080592519,2.4522210084722222,93.00406314423674,2,93.50164661366595,0.007301070890589808,0.13829311392678445,0.5755597014925373,92.40609936297675
battery00,44,False,0.11114716281350305,496.6120000000228,2.2738534258297216,14.440732281516627,16.467988447797033,6.353622605363984,8.572000000000001,4.96,3.612000000000001,67.41012068965519,26.817,96.069,69.25200000000001,96.069,104.56375872296557,2.4522210084722222,92.72628437541904,3,93.50164661366595,0.0072732837708308195,0.13944890578559685,0.5786280914605693,92.31825716224353
battery00,45,False,0.11053847585938928,495.6919999999809,2.2704249607118197,14.433362981061883,16.473580371174968,6.362630476190476,8.567,4.942,3.625,66.81892571428571,27.009,94.327,67.318,94.327,104.74960513350094,2.4522210084722222,92.5864737667481,4,93.50164661366595,0.007313008884549558,0.1358061054041675,0.5768647134352749,92.31830535375286
battery00,46,False,0.1145754931387915,494.0260000000126,2.2641931011933574,14.34281867582583,16.483639108116044,6.3375637065637065,8.538,4.93,3.6080000000000005,65.93324131274132,24.674,95.106,70.43199999999999,95.106,104.40003678346464,2.4522210084722222,92.33234253237192,5,93.50164661366595,0.007303259342625507,0.14256739523830364,0.5774185992035605,92.2549277967033
battery00,47,False,0.11155233229350232,494.55300000001444,2.2668533373823854,14.3979100176781,16.48550860779177,6.354282945736434,8.568,4.913,3.6549999999999994,67.16288759689922,26.805,95.668,68.863,95.668,104.68606045638238,2.4522210084722222,92.440825258025,6,93.50164661366595,0.0073905122403461155,0.1392429122864445,0.5734126984126985,92.10973262146774
battery00,48,False,0.11086758437212309,494.3080000000191,2.266001781688632,14.401496441541045,16.487007233064098,6.358463073852295,8.568999999999999,4.95,3.618999999999999,68.10732934131735,27.646,97.005,69.359,97.005,104.76224309710081,2.4522210084722222,92.40609936297675,7,93.50164661366595,0.007321346205199712,0.14031534994375433,0.5776636713735559,92.05233492349053
battery00,49,False,0.11045676908384408,493.579000000027,2.2638476967879475,14.38007887524528,16.495863777704397,6.352231075697211,8.567,4.9510000000000005,3.6159999999999997,67.89041832669324,27.527,96.305,68.778,96.305,104.71542633390406,2.4522210084722222,92.31825716224353,8,93.50164661366595,0.0073260815391250475,0.13934547458460803,0.5779152562157115,91.9483369358719
battery00,50,False,0.11113784654239812,493.4439999999595,2.263848878550264,14.366135390146018,16.49998978563182,6.350193548387097,8.566,4.91,3.6560000000000006,67.5860947580645,27.29,95.969,68.679,95.969,104.7082608594652,2.4522210084722222,92.31830535375286,9,93.50164661366595,0.0074091487585223464,0.1391829670641565,0.5731963576932056,91.67564481258017
battery00,51,False,0.12164061535854694,492.90400000003865,2.262294720781638,14.350482577092366,16.50637914577254,6.345042769857434,8.565,4.901,3.6639999999999997,67.94789613034624,27.329,97.351,70.02199999999999,97.351,104.66346273386868,2.4522210084722222,92.2549277967033,10,93.50164661366595,0.007433496177754111,0.14206011718305087,0.5722124927028605,91.70795323226514
battery00,52,False,0.12111778397995955,491.98399999999674,2.258734214191224,14.329165593712103,16.51120831822806,6.346879098360656,8.565,4.904,3.6609999999999996,68.06238934426229,27.558000000000003,96.868,69.30999999999999,96.868,104.72308278274498,2.4522210084722222,92.10973262146774,11,93.50164661366595,0.0074412989040294475,0.14087856515659136,0.5725627553998832,89.77307152675513
battery00,53,False,0.12166962335341482,491.5109999999986,2.257326695783047,14.313547078799493,16.516811169230486,6.344643892339544,8.564,4.902,3.662,68.05656935817807,27.614,97.212,69.598,97.212,104.7213932801001,2.4522210084722222,92.05233492349053,12,93.50164661366595,0.0074504944955453905,0.14160008626460077,0.5723960765997198,91.63885190229671
battery00,54,False,0.12165117511749811,490.70100000000093,2.2547764352822743,14.292369568890283,16.525071834051992,6.3417071129707105,8.562000000000001,4.905,3.657000000000001,68.11515271966526,27.653,96.577,68.924,96.577,104.72484889228677,2.4522210084722222,91.9483369358719,13,93.50164661366595,0.007452603520269969,0.14046028029288687,0.5728801681850034,91.66986990176095
battery00,55,False,0.11861805483627638,488.94699999998556,2.248089421746466,14.149619069934282,16.536308021289862,6.298499029126213,8.493,4.92,3.5730000000000004,66.12865825242719,23.074,96.475,73.401,96.492,104.08870558945402,2.4522210084722222,91.67564481258017,14,93.50164661366595,0.007307540490073783,0.15012056521463915,0.5793006004945249,91.6851240762948
battery00,56,False,0.11017866312236951,488.93900000001304,2.248881695601486,14.251954187083417,16.54235552617296,6.338857421875,8.561,4.905,3.6559999999999997,67.895064453125,27.653,96.56,68.90700000000001,96.594,104.79183568940992,2.4522210084722222,91.70795323226514,15,93.50164661366595,0.00747741538310485,0.14093169086531893,0.5729470856208387,91.56006034193214
battery00,57,False,0.11424105261797776,478.2600000000093,2.201434119929884,13.883337415542313,16.554668124948755,6.309733598409544,8.529,4.94,3.5889999999999995,65.36966003976143,24.662,93.784,69.12200000000001,93.784,104.38732047964454,2.4522210084722222,89.77307152675513,16,93.50164661366595,0.0075042863714296195,0.1445280809601444,0.5792003751905265,91.27947827884904
battery00,58,False,0.11492584156595724,487.8769999999786,2.247187178270867,14.138943888883054,16.565702988627084,6.294918972332017,8.502,4.94,3.5620000000000003,65.83650988142294,22.63,96.272,73.64200000000001,96.272,104.21371791662148,2.4522210084722222,91.63885190229671,17,93.50164661366595,0.007301020544112874,0.15094378296169575,0.581039755351682,91.16641635731459
battery00,59,False,0.10899137819680228,488.25,2.2479478081701365,14.183436478180507,16.558874033689026,6.31232358674464,8.539,4.909,3.63,67.57852436647173,26.075,97.805,71.73,97.805,104.45872089497246,2.4522210084722222,91.66986990176095,18,93.50164661366595,0.007434715821812596,0.14691244239631338,0.5748916734980677,90.95238531605571
battery00,60,False,0.10818272575613161,488.09399999998277,2.2483218742427247,14.217455736052038,16.56649664576627,6.327116,8.544,4.926,3.6180000000000003,67.305638,26.506,95.969,69.463,95.969,104.74948797010119,2.4522210084722222,91.6851240762948,19,93.50164661366595,0.0074125066073340955,0.14231480001803432,0.5765449438202247,90.5267427106735
battery00,61,False,0.10815413071604253,487.28999999997905,2.245255035074704,14.194278278389977,16.570950223065232,6.3241983805668,8.542,4.934,3.6079999999999997,67.39758906882591,26.585,96.492,69.90700000000001,96.492,104.72874550209045,2.4522210084722222,91.56006034193214,20,93.50164661366595,0.007404215149090182,0.14346077284574488,0.5776164832591899,91.33508025524823
battery00,62,True,0.00793545827271508,3196.657999999996,2.238374542777775,16.198202057789892,2.5208055207026354,7.233407779171895,8.361,4.904,3.4570000000000007,28.306969887076537,26.538,33.47,6.931999999999999,33.47,18.233900089397743,2.4522210084722222,91.27947827884904,0,91.27947827884904,0.0010814419309166027,0.002168514742584289,0.5865327113981581,90.51227150839023
battery00,63,False,0.11712749058089161,484.9990000000107,2.235602014585325,14.141882794912329,16.57730391223377,6.3301304347826095,8.546,4.955,3.5909999999999993,67.17784265010351,26.714,97.074,70.36,97.074,104.86516443216306,2.4522210084722222,91.16641635731459,1,91.27947827884904,0.007404138977605975,0.14507246406693303,0.5798034168031828,90.4299828289162
battery00,64,False,0.12373412417779886,483.78899999998976,2.2303535004269226,14.07115955796663,16.57959787875121,6.311941666666667,8.537,4.913,3.6240000000000006,67.66393333333333,26.345,96.322,69.977,96.322,104.57764812605225,2.4522210084722222,90.95238531605571,2,91.27947827884904,0.007490868953200832,0.1446436359652689,0.5754949045332084,92.40855592862299
battery00,65,False,0.12020853092590798,481.23500000004424,2.2199158030367316,13.890892729173453,16.59025684039039,6.259019960079841,8.487,4.918,3.569,67.85661876247505,22.81,97.858,75.048,97.858,103.77080185288263,2.4522210084722222,90.5267427106735,3,91.27947827884904,0.007416335054598423,0.15594875684435483,0.5794744903970779,90.50082331231984
battery00,66,False,0.10768647463811296,485.4100000000326,2.2397380261241615,14.144792260350492,16.594272562350792,6.318304878048781,8.543,4.923,3.619999999999999,67.43109146341463,27.23,96.069,68.839,96.069,104.77788843957126,2.4522210084722222,91.33508025524823,4,91.27947827884904,0.007457613151768106,0.14181619661728306,0.5762612665340046,90.26531590095188
battery00,67,False,0.11958266481417261,480.40600000001723,2.2195609371741627,13.891518033589152,16.616358948714666,6.262654150197629,8.465,4.914,3.551,67.14401383399209,23.001,98.407,75.40599999999999,98.407,103.99694213447805,2.4522210084722222,90.51227150839023,5,91.27947827884904,0.007391664550400854,0.15696306873768706,0.580507974010632,89.87289088084415
battery00,68,False,0.11485948916115617,479.87799999996787,2.217543036888506,13.889073931305974,16.619712535287672,6.266043478260871,8.454,4.946000000000001,3.508,64.55285968379447,23.159,94.023,70.864,94.023,104.07400890584655,2.4522210084722222,90.4299828289162,6,91.27947827884904,0.007310191340299482,0.14767086634520596,0.5850484977525432,90.1166443074695
battery00,69,False,0.11927246094175306,490.225999999966,2.266062022107496,14.264180368111484,16.62482003908039,6.29948046875,8.606,4.931,3.675,65.087548828125,23.151,93.406,70.25500000000001,93.406,104.65908181589297,2.4522210084722222,92.40855592862299,7,91.27947827884904,0.007496542411051749,0.14331145226896347,0.5729723448756682,89.98923255050889
battery00,70,False,0.10877954775066595,480.00500000000466,2.2192802021050335,13.98903439110057,16.62798803225536,6.306262,8.533,4.907,3.6259999999999994,66.295994,26.165,93.864,67.69900000000001,93.864,104.79202795862298,2.4522210084722222,90.50082331231984,8,91.27947827884904,0.007554087978250152,0.1410381141863092,0.5750615258408532,89.51583664910025
battery00,71,False,0.10974164506498567,478.5899999999674,2.213505039886959,13.949951965766536,16.63370496115381,6.305839430894308,8.532,4.948,3.5839999999999996,66.0695,26.341,94.408,68.06700000000001,94.408,104.81866377817254,2.4522210084722222,90.26531590095188,9,91.27947827884904,0.007488664618985444,0.1422240330972328,0.5799343647444913,89.54701898924851
battery00,72,False,0.11504845479184984,476.0910000000149,2.2038819111013765,13.776961515684063,16.648063346504014,6.253747454175153,8.493,4.933,3.5600000000000005,64.0221649694501,22.902,92.353,69.451,92.353,104.04272330569717,2.4522210084722222,89.87289088084415,10,91.27947827884904,0.007477562062714668,0.1458775738251675,0.5808312728129047,89.41463507378887
battery00,73,False,0.10821297775329333,477.1790000000037,2.209859283837954,13.911890564561576,16.655455709261535,6.295279352226721,8.533999999999999,4.939,3.594999999999999,65.45027125506073,26.177,93.187,67.00999999999999,93.187,104.78010417487206,2.4522210084722222,90.1166443074695,11,91.27947827884904,0.007533860459072949,0.14042948243740708,0.5787438481368644,89.324018770235
battery00,74,False,0.11173925842586709,476.2039999999688,2.2067348659665025,13.8436435560405,16.665648005181765,6.276334702258726,8.512,4.941,3.5710000000000006,64.78185420944558,24.291,93.422,69.131,93.422,104.52926314656752,2.4522210084722222,89.98923255050889,12,91.27947827884904,0.007498887031608795,0.1451709771442586,0.5804746240601504,89.03336327999251
battery00,75,False,0.1222425796281518,473.7390000000014,2.195126152218913,13.813303707724332,16.66360384475542,6.2958834745762715,8.546,4.935,3.6109999999999998,66.07392161016949,26.974,93.642,66.66799999999999,93.642,104.83767275230839,2.4522210084722222,89.51583664910025,13,91.27947827884904,0.007622340571496096,0.14072727810038818,0.5774631406505968,89.03125471855793
battery00,76,False,0.12368886450781183,473.804999999993,2.1958908121149623,13.812727826271159,16.66702278073502,6.293414012738854,8.545,4.91,3.635,66.32547558386412,27.143,94.295,67.152,94.295,104.81811849739083,2.4522210084722222,89.54701898924851,14,91.27947827884904,0.007671932546089748,0.14172919238927617,0.5746050321825629,88.96219212165282
battery00,77,False,0.1237499927929535,472.8520000000135,2.1926444659282227,13.792245709955102,16.675673414246813,6.2954484978540775,8.545,4.938,3.607,65.91704721030042,27.29,94.327,67.037,94.327,104.9040916232539,2.4522210084722222,89.41463507378887,15,91.27947827884904,0.0076281796418327455,0.14177163256155856,0.5778818022235225,88.86546793136824
battery00,78,False,0.12273495688741945,472.2270000000135,2.1904223538953738,13.771401982331101,16.681064980492867,6.290405982905982,8.544,4.912,3.6320000000000006,65.88395726495726,27.033,92.953,65.92,92.953,104.85502163707005,2.4522210084722222,89.324018770235,16,91.27947827884904,0.007691216300634857,0.1395938817560159,0.5749063670411985,88.95265653926614
battery00,79,False,0.11982220794796776,470.5679999999702,2.1832948389013698,13.603675544239113,16.686434356857966,6.233780684104628,8.461,4.913,3.548,65.44571830985916,22.986,94.375,71.389,94.375,103.95096826109906,2.4522210084722222,89.03336327999251,17,91.27947827884904,0.007539824212441613,0.15170814845039296,0.5806642240869874,88.73764330110588
